UNITID,LATITUDE,LONGITUDE,ADM_RATE_ALL,PPTUG_EF,SAT_AVG_ALL,COSTT4_A,CONTROL,TUITIONFEE_IN,TUITIONFEE_OUT,MEDIAN_HH_INC,MN_EARN_WNE_INDEP0_P10,MN_EARN_WNE_INDEP1_P10,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,year
181765,40.635454,-100.510409,0.81074542897327,0.0569,1219.0,17927.0,2,5483.0,5483.0,60976.73,53000.0,50000.0,0.935,0.0,0.0447,0.0,0.0,0.0,0.0163,0.0,0.0041,2022
182290,39.543642,-119.815377,0.88164738350493,0.1402,1153.0,23594.0,2,8588.0,24680.0,68050.29,54100.0,59900.0,0.5285,0.0339,0.2368,0.0824,0.0057,0.0045,0.0843,0.0082,0.0157,2022
182458,39.244278,-119.939125,0.66666666666666,0.0543,1050.0,49689.0,1,35508.0,35508.0,71252.07,46200.0,46800.0,0.8623,0.029,0.0326,0.029,0.0145,0.0145,0.0,0.0,0.0181,2022
182670,43.704115,-72.289949,0.06171533361546,0.0002,1508.0,80184.0,1,60870.0,60870.0,79834.73,100800.0,167600.0,0.4972,0.0536,0.0999,0.1416,0.0117,0.0002,0.0615,0.1165,0.0176,2022
183044,43.135934,-70.932465,0.86656891495601,0.0193,1214.0,34157.0,2,18962.0,37202.0,77484.55,58100.0,53500.0,0.8457,0.0098,0.0392,0.029,0.0009,0.0001,0.0228,0.0139,0.0387,2022
183062,42.926452,-72.279276,0.88094245204336,0.0198,1079.0,29113.0,2,14638.0,24994.0,75913.18,46100.0,40700.0,0.8307,0.0195,0.0454,0.0133,0.0031,0.0014,0.0328,0.0041,0.0498,2022
183071,42.987209,-71.468755,0.86656891495601,0.1493,1214.0,26036.0,2,15785.0,33985.0,77484.55,58100.0,53500.0,0.7123,0.0342,0.0731,0.056,0.0,0.0,0.0264,0.0109,0.0871,2022
183822,40.795105,-74.194309,0.84033613445378,0.0595,941.0,43583.0,1,30680.0,30680.0,62332.64,41100.0,45100.0,0.0827,0.4923,0.3261,0.0216,0.0093,0.0023,0.0062,0.0232,0.0363,2022
183910,40.832753,-74.272571,0.95964510589582,0.0363,1155.0,47653.0,1,36900.0,36900.0,80563.66,48200.0,49700.0,0.2919,0.1681,0.3103,0.0376,0.0012,0.0006,0.0148,0.1115,0.064,2022
183974,40.84764,-74.833644,0.97622585438335,0.081,1066.0,49199.0,1,34498.0,34498.0,87083.61,43500.0,58900.0,0.6337,0.0873,0.171,0.0216,0.0018,0.0,0.0,0.0036,0.081,2022
184612,40.867272,-74.096452,0.91980927611616,0.0857,1020.0,48561.0,1,35700.0,35700.0,74826.3,47000.0,62000.0,0.2486,0.2286,0.3694,0.0562,0.0016,0.0042,0.0205,0.0268,0.0441,2022
184773,40.099617,-74.228186,0.79601328903654,0.0852,1121.0,46725.0,1,34481.0,34481.0,78770.86,42700.0,45100.0,0.5495,0.0883,0.1583,0.0236,0.0023,0.0015,0.0244,0.0312,0.121,2022
184782,39.709108,-75.119119,0.83772193155502,0.1252,1181.0,31040.0,2,14376.0,23408.0,76692.58,53900.0,61700.0,0.6529,0.1039,0.1265,0.0568,0.0013,0.0007,0.0377,0.0124,0.0078,2022
185129,40.709937,-74.08727,0.90655209452201,0.152,1015.0,25165.0,2,15072.0,25364.0,58259.31,45000.0,47300.0,0.1794,0.2149,0.4454,0.0785,0.0023,0.0033,0.0266,0.0089,0.0406,2022
185262,40.677981,-74.233503,0.79155614500442,0.1931,1023.0,25272.0,2,12595.0,19771.0,76062.13,47800.0,49800.0,0.2815,0.2029,0.3484,0.0584,0.001,0.0017,0.0223,0.0275,0.0563,2022
185572,40.280066,-74.006447,0.83540448343079,0.0382,1161.0,53733.0,1,41680.0,41680.0,87615.47,55900.0,56100.0,0.6833,0.0515,0.1624,0.0242,0.0005,0.0,0.0271,0.015,0.036,2022
185590,40.860414,-74.198141,0.90610454229308,0.1037,1110.0,23180.0,2,13298.0,21418.0,79914.29,52100.0,53400.0,0.4021,0.1367,0.3197,0.0668,0.0015,0.0017,0.0303,0.0104,0.0309,2022
185828,40.741997,-74.177113,0.69139747797547,0.1301,1314.0,29862.0,2,18016.0,34034.0,75892.84,69500.0,73100.0,0.3294,0.0945,0.2239,0.2299,0.0013,0.0004,0.0344,0.0599,0.0263,2022
186201,41.080942,-74.174086,0.7010101010101,0.0842,1197.0,23579.0,2,14952.0,24694.0,88597.61,56300.0,56400.0,0.5723,0.0665,0.2147,0.0992,0.0035,0.0,0.0002,0.0107,0.0329,2022
186283,40.278796,-74.737833,0.81947446251848,0.0561,1194.0,58498.0,1,35850.0,35850.0,85423.56,54300.0,52400.0,0.5391,0.1456,0.1815,0.0595,0.0028,0.0016,0.0,0.0211,0.0488,2022
186371,39.948064,-75.12224,0.71820336469253,0.1464,1332.0,26094.0,2,15657.0,32299.0,82669.68,64000.0,84800.0,0.4049,0.1883,0.2022,0.1184,0.0015,0.0013,0.0392,0.024,0.0202,2022
186380,40.498769,-74.446251,0.71820336469253,0.0409,1332.0,24777.0,2,15804.0,33005.0,82669.68,64000.0,84800.0,0.3402,0.0658,0.1363,0.3147,0.0007,0.0012,0.0358,0.0889,0.0164,2022
186399,40.739122,-74.175809,0.71820336469253,0.1162,1332.0,25808.0,2,15208.0,32409.0,82669.68,64000.0,84800.0,0.2031,0.1882,0.3206,0.1756,0.0007,0.0021,0.0248,0.0682,0.0167,2022
186432,40.727105,-74.071541,0.92843547773125,0.0526,1070.0,46773.0,1,38760.0,38760.0,63508.52,48800.0,59500.0,0.1894,0.172,0.4556,0.0734,0.0015,0.0005,0.003,0.0625,0.0421,2022
186584,40.742336,-74.246027,0.76611009095955,0.0218,1298.0,62269.0,1,46880.0,46880.0,79591.86,60500.0,81600.0,0.5029,0.0896,0.2098,0.1072,0.0019,0.001,0.041,0.0192,0.0273,2022
186876,39.492036,-74.531087,0.84536577557227,0.0492,1154.0,28450.0,2,14885.0,22467.0,73199.66,51200.0,49100.0,0.6101,0.0896,0.1714,0.0713,0.0013,0.0012,0.036,0.0092,0.0098,2022
187134,40.268651,-74.778791,0.61984027710959,0.0223,1270.0,24171.0,2,17287.0,29594.0,86752.57,65400.0,55400.0,0.6053,0.0538,0.1692,0.114,0.0009,0.0009,0.022,0.008,0.0259,2022
187620,32.354486,-106.737172,0.57255684084563,0.4508,1040.0,11603.0,2,1776.0,5664.0,43867.23,41600.0,38200.0,0.1778,0.0144,0.7291,0.0081,0.0108,0.0008,0.0138,0.0285,0.0166,2022
187648,34.175592,-103.34819,0.325,0.3097,1002.0,14319.0,2,6648.0,8688.0,42974.58,37200.0,31800.0,0.3876,0.0626,0.4324,0.0108,0.0182,0.0063,0.0315,0.0206,0.0301,2022
187666,33.313167,-104.525718,0.325,0.4782,1002.0,11654.0,2,2256.0,5616.0,42974.58,37200.0,31800.0,0.3302,0.0282,0.5817,0.0145,0.0068,0.0,0.0214,0.0,0.0171,2022
187958,35.502662,-108.727252,0.97267759562841,0.6954,1135.0,11577.0,2,1932.0,4708.0,49538.77,42400.0,45700.0,0.0995,0.0124,0.2758,0.0171,0.5532,0.0023,0.0202,0.0085,0.0109,2022
187967,34.067041,-106.905211,0.96719681908548,0.0558,1233.0,20876.0,2,8425.0,24254.0,52104.89,57100.0,63100.0,0.4713,0.0067,0.4013,0.0316,0.0383,0.0017,0.0308,0.0108,0.0075,2022
187976,35.886153,-106.319557,0.97267759562841,0.854,1135.0,13466.0,2,2076.0,5568.0,49538.77,42400.0,45700.0,0.2949,0.0111,0.5049,0.0334,0.0848,0.0,0.0334,0.0209,0.0167,2022
187985,35.083868,-106.620155,0.97267759562841,0.246,1135.0,20184.0,2,7905.0,25243.0,49538.77,42400.0,45700.0,0.2906,0.029,0.5003,0.0427,0.062,0.0016,0.0392,0.0219,0.0128,2022
187994,32.92033,-105.926241,0.57255684084563,0.5401,1040.0,13103.0,2,2064.0,5376.0,43867.23,41600.0,38200.0,0.4317,0.0412,0.3796,0.0239,0.0521,0.0022,0.0412,0.0043,0.0239,2022
188003,32.442028,-104.265536,0.57255684084563,0.514,1040.0,12622.0,2,1176.0,4008.0,43867.23,41600.0,38200.0,0.3388,0.021,0.5701,0.0117,0.0117,0.0023,0.014,0.0257,0.0047,2022
188021,35.165965,-107.843638,0.57255684084563,0.5189,1040.0,12410.0,2,2064.0,4104.0,43867.23,41600.0,38200.0,0.1364,0.0076,0.4129,0.0038,0.3939,0.0038,0.0303,0.0076,0.0038,2022
188030,32.281568,-106.752069,0.57255684084563,0.1511,1040.0,19510.0,2,7301.0,23767.0,43867.23,41600.0,38200.0,0.2404,0.0279,0.6362,0.0096,0.0258,0.001,0.0235,0.026,0.0096,2022
188049,34.728683,-106.705371,0.97267759562841,0.7547,1135.0,13729.0,2,1878.0,5130.0,49538.77,42400.0,45700.0,0.2078,0.0145,0.632,0.0221,0.069,0.0034,0.0187,0.0111,0.0213,2022
188225,36.348861,-105.651709,0.97267759562841,0.845,1135.0,16304.0,2,1872.0,4752.0,49538.77,42400.0,45700.0,0.2595,0.0172,0.5252,0.0234,0.1132,0.0012,0.0258,0.0111,0.0234,2022
188429,40.721439,-73.653321,0.77462074110917,0.0476,1200.0,54230.0,1,42475.0,42475.0,80864.95,59400.0,72900.0,0.4565,0.0877,0.1958,0.1242,0.0045,0.0006,0.0298,0.0428,0.0582,2022
188526,42.650371,-73.779063,0.71823828345567,0.0047,1295.0,48114.0,1,37115.0,37115.0,60872.01,113100.0,119800.0,0.4945,0.0782,0.0892,0.1987,0.0063,0.0,0.0657,0.0407,0.0266,2022
188641,42.254476,-77.788106,0.67163222809546,0.0267,1188.0,52103.0,1,33864.0,34960.0,63665.1,47300.0,47300.0,0.6247,0.1164,0.0911,0.0171,0.0,0.0055,0.0199,0.0623,0.063,2022
189705,42.925206,-78.852577,0.81461286804798,0.021,1174.0,39531.0,1,30910.0,30910.0,61812.51,51200.0,47700.0,0.6851,0.1024,0.0708,0.0332,0.005,0.0,0.026,0.0415,0.036,2022
190150,40.808286,-73.961885,0.04130256913762,0.076,1528.0,70999.0,1,63530.0,63530.0,76971.15,106300.0,121300.0,0.3182,0.072,0.1467,0.1719,0.004,0.0015,0.0585,0.1826,0.0446,2022
190415,42.4472,-76.483084,0.08685069753636,0.0034,1510.0,77047.0,1,61015.0,61015.0,80346.48,96100.0,142200.0,0.3408,0.0731,0.1479,0.2168,0.0028,0.0012,0.0531,0.0975,0.0668,2022
190716,42.902636,-78.890868,0.92449755567626,0.2255,1135.0,37215.0,1,30108.0,30108.0,52394.78,48900.0,55400.0,0.5994,0.1232,0.0548,0.0843,0.0058,0.0007,0.0317,0.0339,0.0663,2022
190761,41.047419,-73.950555,0.75598991172761,0.0584,1058.0,42823.0,1,31460.0,31460.0,77440.46,48100.0,61700.0,0.2476,0.1556,0.3811,0.0637,0.0,0.0035,0.0195,0.0345,0.0946,2022
191241,40.859354,-73.882705,0.58303619665045,0.0275,1402.0,70340.0,1,56161.0,56161.0,77653.15,68200.0,52600.0,0.5255,0.0512,0.1732,0.1291,0.0005,0.0008,0.0472,0.0652,0.0073,2022
191621,42.75464,-78.820257,0.92638623326959,0.0318,1006.0,33299.0,1,25680.0,25680.0,58163.76,48600.0,45100.0,0.6432,0.0802,0.0705,0.0069,0.0041,0.0,0.047,0.0124,0.1355,2022
191649,40.715959,-73.60078,0.67756971791368,0.0456,1288.0,62994.0,1,49410.0,49410.0,86369.03,58800.0,68000.0,0.5273,0.0891,0.1552,0.1259,0.0023,0.0003,0.038,0.0416,0.0202,2022
191676,42.426137,-78.155426,0.7906746031746,0.0404,1193.0,46227.0,1,16446.0,16446.0,59922.67,39600.0,50400.0,0.7289,0.0773,0.0107,0.0238,0.0048,0.0,0.044,0.0523,0.0583,2022
191931,40.925725,-73.788046,0.92558490566037,0.0184,1176.0,54268.0,1,42828.0,42828.0,78814.8,60500.0,67600.0,0.5043,0.1162,0.2632,0.0266,0.003,0.0015,0.0225,0.0296,0.033,2022
192192,42.615253,-77.090562,0.93638048177887,0.076,1144.0,51075.0,1,35030.0,35030.0,56096.14,42100.0,55800.0,0.7916,0.059,0.0519,0.0063,0.0027,0.0009,0.0331,0.0,0.0546,2022
192323,43.049192,-76.090435,0.73398552666845,0.1206,1224.0,49680.0,1,36610.0,36610.0,60497.51,54200.0,59800.0,0.7446,0.0695,0.0814,0.0403,0.0027,0.0004,0.03,0.0154,0.0157,2022
192448,40.820714,-73.593678,0.933191758021,0.0975,1219.0,51591.0,1,39290.0,39290.0,69416.15,57600.0,60600.0,0.396,0.1537,0.1499,0.1229,0.0024,0.0024,0.0284,0.031,0.1134,2022
192819,41.720937,-73.935484,0.59949926616593,0.0426,1282.0,60386.0,1,43410.0,43410.0,83197.29,64700.0,50500.0,0.7385,0.0441,0.1228,0.0334,0.0004,0.001,0.0308,0.0216,0.0075,2022
192864,40.768787,-73.959767,0.76908368877776,0.1103,1168.0,58194.0,1,37410.0,37410.0,77729.18,45700.0,43000.0,0.5353,0.1039,0.2049,0.028,0.0012,0.0018,0.0607,0.0193,0.045,2022
193016,41.021626,-73.874447,0.85782722917632,0.1401,1061.0,29251.0,1,20734.0,20734.0,57656.36,41100.0,47800.0,0.1677,0.256,0.444,0.048,0.0015,0.0034,0.0184,0.0162,0.0447,2022
193292,40.685941,-73.626183,0.79326546593578,0.1844,1235.0,45103.0,1,34310.0,34310.0,87964.15,60400.0,71300.0,0.5431,0.097,0.2235,0.0862,0.0028,0.0022,0.0212,0.0062,0.0179,2022
193353,41.513872,-74.012655,0.91451149425287,0.1827,1087.0,49158.0,1,36132.0,36132.0,74923.28,50600.0,54500.0,0.5712,0.0904,0.1801,0.0237,0.0058,0.0,0.0096,0.0026,0.1167,2022
193399,40.913657,-73.908887,0.8210909090909,0.0577,1102.0,50145.0,1,40980.0,40980.0,63240.6,59000.0,72300.0,0.3249,0.1735,0.336,0.0577,0.0009,0.0009,0.0311,0.0302,0.0448,2022
193900,40.729452,-73.997264,0.12961043583864,0.0348,1507.0,75348.0,1,56500.0,56500.0,82106.43,78000.0,81500.0,0.2236,0.0836,0.1735,0.195,0.0016,0.0012,0.039,0.2409,0.0416,2022
193973,43.137279,-79.036689,0.92199558985667,0.0239,1160.0,47719.0,1,35980.0,35980.0,60954.17,45700.0,40200.0,0.6469,0.0593,0.0485,0.0174,0.0043,0.0007,0.0239,0.1773,0.0217,2022
194091,40.812447,-73.6078,0.80351513993695,0.101,1218.0,51103.0,1,39760.0,39760.0,72244.37,59400.0,79400.0,0.238,0.1142,0.2176,0.2454,0.0027,0.0042,0.0454,0.0759,0.0565,2022
194161,40.705798,-74.015605,0.99647887323943,0.1979,989.0,41924.0,1,26500.0,26500.0,61585.03,38300.0,52900.0,0.0677,0.2472,0.3067,0.039,0.0041,0.001,0.0226,0.2964,0.0154,2022
194310,40.711014,-74.004719,0.87622504537205,0.0469,1219.0,60887.0,1,48830.0,48830.0,74848.68,64100.0,76900.0,0.4744,0.1091,0.196,0.0742,0.0019,0.0015,0.0538,0.0714,0.0176,2022
194578,40.691297,-73.96431,0.67861651098207,0.0264,1315.0,69670.0,1,55590.0,55590.0,75295.69,47800.0,54800.0,0.336,0.0393,0.1086,0.1548,0.001,0.0003,0.0339,0.3166,0.0096,2022
194824,42.729978,-73.676646,0.53017487712881,0.0027,1450.0,75824.0,1,58526.0,58526.0,74851.88,84200.0,111000.0,0.4266,0.0493,0.1061,0.1791,0.0011,0.0002,0.0495,0.1491,0.0391,2022
194958,43.125755,-77.798498,0.87388059701492,0.0627,1154.0,45375.0,1,34390.0,34390.0,60753.22,41100.0,54200.0,0.6719,0.1189,0.1014,0.0166,0.0037,0.0018,0.0424,0.0387,0.0046,2022
195003,43.084188,-77.67386,0.7136340829266,0.0269,1369.0,66396.0,1,52756.0,52756.0,69175.72,69300.0,57200.0,0.6398,0.0515,0.0869,0.1119,0.0011,0.0003,0.0484,0.0466,0.0135,2022
195030,43.126397,-77.631202,0.4054648723328,0.0282,1455.0,77995.0,1,59378.0,59378.0,76108.65,67600.0,125800.0,0.4237,0.0492,0.0736,0.1393,0.0012,0.0009,0.0368,0.2507,0.0245,2022
195173,40.690233,-73.986559,0.85249554367201,0.0427,1121.0,34472.0,1,27298.0,27298.0,53129.58,50300.0,50100.0,0.2301,0.2272,0.2847,0.0381,0.0148,0.0059,0.0241,0.1341,0.041,2022
195243,41.041576,-73.936799,0.89202540578687,0.0295,1159.0,48015.0,1,35300.0,35300.0,86845.1,51200.0,44300.0,0.5119,0.1408,0.1827,0.0257,0.0019,0.0019,0.0171,0.0704,0.0476,2022
195304,40.9355,-73.843727,0.58468104222821,0.0087,1376.0,74388.0,1,59470.0,59470.0,76763.0,44900.0,55600.0,0.5864,0.046,0.0907,0.0414,0.0007,0.0007,0.0614,0.0747,0.0981,2022
195544,40.690418,-73.967664,0.79766252739225,0.1074,1165.0,36095.0,1,30576.0,30576.0,81308.04,53100.0,55300.0,0.5635,0.085,0.2014,0.0314,0.0029,0.0013,0.0242,0.0157,0.0743,2022
195720,43.116259,-77.513056,0.7109634551495,0.0367,1196.0,48687.0,1,36352.0,36352.0,63735.93,53100.0,48700.0,0.8241,0.041,0.0611,0.0375,0.0027,0.0004,0.0151,0.0023,0.0159,2022
195809,40.722523,-73.796104,0.85142446529715,0.0182,1210.0,54899.0,1,46050.0,46050.0,69749.7,62700.0,57900.0,0.405,0.1351,0.204,0.1667,0.0013,0.001,0.0449,0.0321,0.0098,2022
196015,44.604096,-75.182906,0.95208791208791,0.1537,1078.0,20316.0,2,8689.0,12619.0,48556.69,40900.0,35200.0,0.6721,0.1235,0.1012,0.022,0.0101,0.0007,0.0256,0.0198,0.0252,2022
196033,42.672534,-74.498258,0.81007751937984,0.0687,1064.0,25031.0,2,8676.0,18586.0,60485.06,39500.0,39400.0,0.6877,0.1085,0.1202,0.0221,0.0017,0.0006,0.026,0.0116,0.0216,2022
196042,40.754224,-73.42832,0.72508934953538,0.1885,1106.0,15236.0,2,8576.0,18486.0,86057.23,54400.0,59300.0,0.473,0.1013,0.2586,0.1124,0.0025,0.0015,0.0296,0.0185,0.0028,2022
196060,42.685489,-73.824662,0.67989654361627,0.0612,1190.0,26681.0,2,10408.0,28248.0,70013.16,58500.0,50300.0,0.4328,0.2066,0.1809,0.0872,0.0029,0.0006,0.0414,0.0344,0.0131,2022
196079,42.087868,-75.966889,0.44152986112867,0.0238,1398.0,27411.0,2,10390.0,26420.0,71392.67,69100.0,58800.0,0.5765,0.0464,0.1267,0.1616,0.0006,0.0001,0.0356,0.0402,0.0123,2022
196088,43.000942,-78.789458,0.70087804878048,0.0729,1276.0,26550.0,2,10782.0,28702.0,63949.26,58900.0,76500.0,0.4643,0.0847,0.0789,0.1646,0.0043,0.0008,0.0287,0.1331,0.0407,2022
196097,40.91476,-73.12046,0.48058002369546,0.0708,1393.0,25860.0,2,10455.0,28375.0,76205.23,62200.0,65200.0,0.2892,0.0619,0.1422,0.3153,0.0007,0.0007,0.0289,0.0994,0.0617,2022
196112,43.137701,-75.229841,0.77252419955323,0.0998,1229.0,18402.0,2,8548.0,19308.0,53376.47,56200.0,55300.0,0.6933,0.0722,0.0972,0.0837,0.0026,0.001,0.0359,0.0114,0.0026,2022
196121,43.211926,-77.947188,0.76448717948717,0.1394,1147.0,22929.0,2,8678.0,18588.0,61824.2,46400.0,41900.0,0.7061,0.1157,0.0797,0.0251,0.0028,0.0009,0.0265,0.0053,0.0379,2022
196130,42.933832,-78.882125,0.84540101186033,0.1079,1045.0,18970.0,2,8486.0,18396.0,55484.0,42100.0,42600.0,0.4588,0.2971,0.1296,0.0558,0.0045,0.0002,0.0438,0.0091,0.001,2022
196149,42.598022,-76.188655,0.60499124343257,0.0264,1169.0,25424.0,2,8815.0,18725.0,68027.03,50200.0,41400.0,0.7422,0.0506,0.1326,0.0132,0.001,0.0005,0.0213,0.0039,0.0348,2022
196158,42.452236,-79.337375,0.90745501285347,0.0257,1197.0,24184.0,2,8760.0,18670.0,60720.74,45000.0,41100.0,0.7243,0.0797,0.1048,0.015,0.0051,0.0003,0.0429,0.0164,0.0116,2022
196167,42.796645,-77.821894,0.73854773151708,0.036,1250.0,26361.0,2,8927.0,18837.0,69095.17,54300.0,42200.0,0.7964,0.0339,0.0856,0.0393,0.0022,0.0007,0.013,0.0074,0.0213,2022
196176,41.740936,-74.082188,0.46138439352667,0.0852,1243.0,25446.0,2,8523.0,18433.0,72171.58,49100.0,47100.0,0.5861,0.0718,0.2258,0.0467,0.0007,0.0008,0.0303,0.0161,0.0217,2022
196194,43.454287,-76.540798,0.7964661581539,0.0699,1182.0,24314.0,2,8769.0,18679.0,60525.69,47500.0,44600.0,0.6689,0.1096,0.1363,0.0269,0.0018,0.0005,0.0322,0.0197,0.0041,2022
196219,41.047223,-73.701955,0.7541388682975,0.0709,1242.0,28021.0,2,8953.0,18863.0,76919.71,41200.0,41900.0,0.4969,0.1288,0.257,0.0404,0.0006,0.0009,0.057,0.0142,0.0042,2022
196237,40.799021,-73.571907,0.76566225883373,0.1402,1165.0,15718.0,2,8379.0,18289.0,73417.13,46400.0,49900.0,0.2645,0.2701,0.2863,0.1212,0.0033,0.0028,0.0272,0.0145,0.0102,2022
196246,44.69293,-73.466536,0.67963760582207,0.101,1154.0,25919.0,2,8911.0,18821.0,61507.99,46500.0,44600.0,0.6402,0.1057,0.1353,0.0236,0.0049,0.0012,0.0198,0.0422,0.0271,2022
196413,43.036644,-76.133989,0.59193085025956,0.0305,1328.0,74518.0,1,57591.0,57591.0,75289.41,68900.0,72300.0,0.5445,0.0691,0.1086,0.0705,0.0062,0.001,0.0401,0.1323,0.0276,2022
197142,42.91223,-78.796823,0.75570032573289,0.1362,955.0,31388.0,1,25900.0,25900.0,48601.33,30300.0,29600.0,0.4129,0.3594,0.0982,0.0156,0.0022,0.0,0.1116,0.0,0.0,2022
197151,40.738809,-73.982359,0.71292775665399,0.021,1251.0,67606.0,0,45000.0,45000.0,78955.6,47300.0,49700.0,0.1721,0.0321,0.0917,0.1554,0.0,0.0,0.0,0.5297,0.019,2022
197869,36.215536,-81.680583,0.846875,0.0598,1255.0,20133.0,2,7410.0,23017.0,61267.04,44200.0,39900.0,0.8095,0.0326,0.0826,0.0175,0.0013,0.0001,0.0461,0.0031,0.0072,2022
197911,35.734376,-77.913867,0.9859958506224,0.0335,1054.0,45324.0,1,33430.0,33430.0,54814.93,39100.0,40000.0,0.5732,0.2344,0.0947,0.0067,0.0067,0.0,0.0316,0.0402,0.0124,2022
197984,35.260651,-81.041315,0.98913633894622,0.0449,1107.0,31908.0,1,18500.0,18500.0,63374.1,45500.0,42700.0,0.6318,0.1052,0.033,0.0182,0.007,0.0021,0.0281,0.0316,0.1431,2022
198109,35.440038,-80.600824,0.46,0.6689,1088.0,24273.0,1,14370.0,14370.0,60990.75,51900.0,48600.0,0.7146,0.1461,0.0685,0.0274,0.0046,0.0,0.0388,0.0,0.0,2022
198136,35.409149,-78.738238,0.87252535007242,0.1654,1124.0,53393.0,1,38160.0,38160.0,56906.03,54700.0,64500.0,0.5973,0.1564,0.105,0.0208,0.0021,0.0015,0.0528,0.0251,0.0389,2022
198215,35.691443,-80.482751,0.56116416552978,0.0777,1097.0,45711.0,1,32380.0,32380.0,60564.51,41800.0,44700.0,0.5592,0.1952,0.0822,0.0088,0.0035,0.0,0.0468,0.0539,0.0504,2022
198419,36.001135,-78.937624,0.05888980544433,0.0038,1516.0,78176.0,1,60244.0,60244.0,78468.48,106800.0,131000.0,0.4001,0.0804,0.1055,0.2148,0.004,0.0001,0.0643,0.0857,0.045,2022
198507,36.277978,-76.214041,0.7678624369997,0.1046,951.0,13562.0,2,3326.0,7326.0,47337.89,33100.0,29200.0,0.1638,0.7045,0.0454,0.0033,0.005,0.0017,0.0553,0.0061,0.0149,2022
198543,35.073641,-78.891696,0.82055622732769,0.2978,923.0,16603.0,2,5379.0,16987.0,49808.38,32300.0,38900.0,0.1887,0.6087,0.0892,0.0128,0.0146,0.0016,0.0515,0.0036,0.0291,2022
198561,35.24732,-81.668141,0.78946438041364,0.1571,1086.0,45023.0,1,32200.0,32200.0,54757.84,41000.0,42300.0,0.601,0.1808,0.048,0.0106,0.0061,0.0045,0.0288,0.0,0.1202,2022
198613,36.094233,-79.887737,0.82094482986455,0.0429,1055.0,54171.0,1,41140.0,41140.0,63141.25,40700.0,38700.0,0.4722,0.2771,0.1483,0.0273,0.002,0.001,0.0498,0.0107,0.0117,2022
198695,35.972035,-79.994675,0.80278026905829,0.0045,1218.0,56463.0,1,39752.0,39752.0,63207.13,41800.0,44400.0,0.7686,0.069,0.0673,0.024,0.0051,0.0004,0.03,0.0131,0.0224,2022
198808,36.162477,-81.873371,0.59200900393922,0.0334,1146.0,44130.0,1,28290.0,28290.0,55854.25,34100.0,35200.0,0.7399,0.0656,0.0656,0.0092,0.0081,0.0,0.0219,0.0334,0.0564,2022
198862,35.670877,-80.483956,0.51298871687221,0.0236,877.0,28238.0,1,18296.0,18296.0,55022.91,26700.0,23400.0,0.0135,0.9,0.0011,0.0034,0.0067,0.0,0.0449,0.0,0.0303,2022
198950,35.799351,-78.689995,0.69871043376318,0.0276,1228.0,51227.0,1,41224.0,41224.0,66301.42,44000.0,42600.0,0.6449,0.0914,0.1254,0.0446,0.005,0.0014,0.0347,0.0135,0.039,2022
198969,35.135058,-78.874426,0.78586135895676,0.0913,1178.0,44518.0,1,36960.0,36960.0,58239.21,41900.0,47900.0,0.4504,0.2149,0.0933,0.0132,0.0079,0.0026,0.0119,0.0661,0.1396,2022
199032,35.646577,-82.2976,0.90238907849829,0.1269,1164.0,41765.0,1,29462.0,29462.0,61225.9,37000.0,46200.0,0.5288,0.1199,0.0588,0.0082,0.0094,0.0047,0.0259,0.0223,0.2221,2022
199069,35.208166,-78.069388,0.82577565632458,0.3543,1022.0,33560.0,1,22618.0,22618.0,51727.18,40500.0,44800.0,0.5368,0.2475,0.0777,0.0042,0.0042,0.0021,0.0629,0.0423,0.0222,2022
199102,36.07282,-79.773375,0.57348569305091,0.0948,1038.0,18332.0,2,6733.0,20243.0,56398.61,38600.0,43100.0,0.0429,0.8388,0.0419,0.0063,0.0032,0.0002,0.0446,0.0036,0.0185,2022
199111,35.617068,-82.565392,0.81626373626373,0.1002,1233.0,20515.0,2,7319.0,24667.0,56376.64,40300.0,34400.0,0.737,0.0509,0.0872,0.0165,0.0029,0.0003,0.046,0.0071,0.0519,2022
199120,35.911769,-79.050969,0.20398588578525,0.0409,1214.0,24498.0,2,9028.0,36891.0,66893.88,65000.0,82500.0,0.5552,0.0856,0.0969,0.1265,0.0037,0.0007,0.0521,0.0532,0.0262,2022
199139,35.306022,-80.730919,0.7944613571639,0.133,1184.0,23364.0,2,7188.0,20622.0,65762.02,49100.0,53800.0,0.5282,0.1621,0.1281,0.092,0.0028,0.0007,0.0487,0.0203,0.0173,2022
199148,36.068236,-79.809414,0.90837696335078,0.1588,1172.0,19181.0,2,7468.0,22627.0,60658.11,40400.0,42700.0,0.413,0.3057,0.1451,0.0555,0.0032,0.0009,0.0539,0.0112,0.0114,2022
199157,35.974237,-78.898602,0.76018922852984,0.1326,1010.0,24739.0,2,6644.0,19351.0,57501.19,33200.0,40100.0,0.0473,0.8099,0.0571,0.0098,0.0036,0.0002,0.0479,0.0021,0.0222,2022
199193,35.785111,-78.674517,0.47484696042184,0.0686,1361.0,24406.0,2,9131.0,29916.0,64180.75,59500.0,59900.0,0.6837,0.0587,0.0738,0.0837,0.004,0.0008,0.0436,0.0284,0.0232,2022
